Dates,NDX Index,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,AZN,BIDU,BIIB,BKNG,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSX,CTAS,CTSH,DDOG,DLTR,DOCU,DXCM,EA,EBAY,EXC,FAST,FB,FISV,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MRVL,MSFT,MTCH,MU,NFLX,NTES,NVDA,NXPI,ODFL,OKTA,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TEAM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL,ZM,ZS,IDXX,SBAC,WYNN,TRIP,YHOO,MAT,TTWO,AKAM,DISCA,DISCK,NCLH,TSCO,VIAB,DISH,CA,XRAY,ESRX,HOLX,QRTEA,STX,SHPG,VOD,TFCF,TFCFA,CELG,HAS,HSIC,JBHT,VTRS,NLOK,AAL,WTW,UAL,CSGP,NTAP,WDC,BMRN,CTXS,EXPE,LBTYA,ULTA,ALXN,MXIM,CDW,CERN,CHKP,FOXA,FOX,INCY,TCOM,PTON,XLNX
26/3/2019,7351.15,46.698,,265.59,107.1,156.2,155.91,,274.27,39.63,25.69,188.27,1783.76,,187.29,46.43,297.03,,167.2,232.91,1768.87,62.3,,356.03,39.63,239.07,,,53.23,24.3467,199.38,71.09,,101.77,,,102.32,36.9,,31.16,167.68,86.93,,64.24,1184.62,1189.84,,220,307.5,53.44,255.99,189.213,28.81,,32.9,120.04,,180.05,143.56,123.56,42.125,49.79,493.9,55.62,,,117.91,,40.32,359.97,47.078,44.2175,,,,384.68,,80.1,67.42,,122.02,103.15,58,405.62,90.9,72.96,,5.7,112.4,,82.12,,73.2044,53.554,108.33,131.71,182.97,189.91,61.92,192.64,57.36,,,220,,117.36,,,,96.37,,,26.11,,,,,,,,,,47.21,,,,,89.2,84.68,59.34,98.09,28.18,23.23,30.21,177.54,77.49,,67.63,47.08,89.66,99.99,122.1,25.48,342.9,136.79,54.34,,56.71,126.06,37.54,36.71,87.12,40.79,,126.63
27/3/2019,7308.19,47.118,,262.34,104.96,156.79,153.1,,268.96,38.93,24.89,186.32,1765.7,,184.06,45.52,295.97,,164.29,229.95,1752.11,61.83,,355.51,40.21,239.41,,,53.14,24.4667,199.07,71.03,,104.22,,,100.67,36.83,,31.36,165.87,87.65,,63.66,1173.02,1178.01,,218.84,302.07,53.16,255.38,186.09,29.16,,32.64,118.1,,177.64,146.8,122.17,40.685,49.63,484.94,54.88,,,116.77,,39.23,353.37,47.048,44.125,,,,386.89,,79.26,67.82,,121.89,103.07,56.91,402.87,91.66,72.74,,5.66,112.49,,80.59,,72.1064,54.966,105.97,131.81,180.18,185.82,62.23,189.68,56.91,,,218.84,,116.56,,,,94.49,,,25.91,,,,,,,,,,45.82,,,,,88.78,84.87,58.79,99.1,28.25,22.84,30.94,176.81,78.53,,67.17,45.38,87.94,99.35,119.8,25.61,346.05,134.6,53.11,,56.62,124.54,36.92,36.2,86.02,42.31,,125.14
28/3/2019,7320.47,47.18,,263.53,104.07,158.37,153.03,,273.91,38.51,25.06,187.65,1773.42,,184.2,45.62,299.07,,164.11,232.82,1728.89,62.65,,352.87,40.42,241.22,,,53.36,24.81,200.63,71.58,,103.47,,,102.2,36.78,,31.755,165.55,87.78,,63.69,1168.49,1172.27,,220.56,305.14,53.11,259.22,187.63,29.41,,32.89,117.47,,175.68,167.54,124.08,40.575,49.35,497.15,54.46,,,116.93,,39.34,354.61,47.254,44.3125,,,,388.47,,79.05,68.27,,121.84,103.86,56.55,404.83,91.91,73.96,,5.69,113.93,,80.54,,69.0221,55.724,104.91,132.81,181.04,182.42,62.51,190.2,56.16,,,220.56,,117.62,,,,96.49,,,25.32,,,,,,,,,,45.99,,,,,87.45,85.56,58.89,100.98,28.24,22.94,30.9,175.02,78.6,,67.39,45.75,87.81,99.45,119.06,25.23,345.23,133.26,52.73,,56.54,124.83,36.4,35.67,85.74,43.47,,126.57
29/3/2019,7378.77,47.488,,266.49,105.27,159.74,155.82,,284.33,39.66,25.52,189.98,1780.75,,188.05,45.53,300.71,,164.85,236.38,1744.91,63.51,,346.91,39.98,242.14,,,53.99,24.94,202.11,72.45,,105.04,,,101.63,37.14,,32.155,166.69,88.28,,65.01,1173.31,1176.89,,223.6,310.69,53.7,261.41,190.193,30.15,,32.65,119.41,,179.01,163.87,125.09,41.48,49.92,507.73,54.58,,,117.94,,41.33,356.56,48.29,44.89,,,,388.3,,80.2,68.14,,122.55,103.84,57.03,410.62,93.1,74.34,,5.67,115.15,,82.48,,68.9722,55.972,106.07,133,181.56,183.95,63.27,192.85,56.21,,,223.6,,119.32,,,,94.37,,,25.42,,,,,,,,,,47.89,,,,,94.34,85.02,60.11,101.29,28.34,22.99,31.76,175.65,79.78,,69.34,48.06,88.83,99.66,119,24.92,348.73,135.18,53.17,,57.21,126.49,36.71,35.88,86.01,43.69,,126.79
1/4/2019,7478.42,47.81,,272.17,108.28,162.07,163.82,,285.15,41.13,26.36,191.77,1814.19,,192.48,47.12,305.79,,170.4,232.49,1759.23,64.8,,346.22,40.31,244.19,,,54.98,25.5667,204.98,73.85,,103.72,,,102.67,37.68,,32.895,168.7,89.31,,65.88,1194.43,1198.98,,225.12,316.84,54.51,265.75,191.847,31.26,,32.5,122.16,,184.7,165.52,127.45,43.73,49.69,518.11,53.28,,,119.02,,42.25,366.96,51.202,45.57,,,,391.54,,80.93,69.05,,122,105.55,57.81,410.05,94.26,73.96,,5.79,117.57,,83.86,,69.8406,57.836,108.64,134.24,185.96,186.05,63.49,192.75,55.57,,,225.12,,129.34,,,,95.69,,,26.18,,,,,,,,,,48.43,,,,,93.7,85.68,60.99,103.45,28.47,23.19,32.35,176.11,80.87,,70.38,49.31,89.43,99.69,120.25,24.9,352.55,135.32,54.76,,57.52,126.8,36.85,36.15,85.95,45.19,,129.73
2/4/2019,7499.64,48.505,,271.35,108.11,161.44,164.35,,292.03,40.99,26.75,192.43,1813.98,,193.84,47.46,303.05,,170.98,233.27,1763.55,64.61,,346.63,40.02,240.5,,,55.29,25.3933,206.09,73.57,,104.11,,,100.84,37.92,,33.005,174.2,89.78,,66.24,1200.49,1205.54,,224.92,316.1,54.36,268.26,191.993,30.29,,32.08,121.95,,184.26,165.47,128.5,43.86,49.64,509.99,53.33,,,119.19,,42.44,367.72,51.658,45.75,,,,394.33,,81.02,68.42,,121.68,105.23,58.09,414.82,93.76,74.27,,5.87,117.51,,84.16,,69.6011,57.176,110.28,134.91,186.88,187.11,55.36,193.78,55.58,,,224.92,,135.03,,,,97.66,,,25.85,,,,,,,,,,48.76,,,,,93.44,85.12,60.67,103.22,27.61,23.15,32.99,177.2,82.77,,70.76,50.38,91.23,100.13,120.44,25.31,347.3,138.92,54.96,,56.93,127.99,36.28,35.7,86.7,44.62,,129.09
3/4/2019,7544.97,48.838,,271.5,109.84,161.1,166.65,,289.27,42.43,29.02,192.92,1820.7,,197.74,47.65,304.2,,174.91,231.4,1774.93,65.17,,345.37,40.27,242.48,,,55.63,25.0733,207.39,74.18,,104.71,,,100.15,37.99,,32.91,173.54,90.64,,66.66,1205.92,1210.81,,227.58,319.2,55.48,269.08,192.087,30.31,,32.25,124.07,,191.54,166.21,131.59,45.15,49.73,508.58,52.59,,,119.97,,43.9,369.75,53.514,47.155,,,,396.4,,81.08,68.33,,121.56,104.69,57.68,407,94.98,74.33,,5.92,117.42,,85.36,,68.8724,58.362,112.75,136.31,188.09,187.89,54.84,193.5,55.37,,,227.58,,137.63,,,,97.91,,,26.24,,,,,,,,,,49.6,,,,,93.85,85.26,60.56,103.54,26.98,23.33,33.71,177.82,84.2,,72.41,52.01,91.89,102.48,122.07,26.33,350.53,139.99,56.83,,57.12,127.8,36.08,35.5,84.35,45.13,,128.57
4/4/2019,7540.57,48.923,,267.89,110.54,159.34,165.05,,287.96,42.62,29.09,192.33,1818.86,,198.38,46.96,302,,179.13,235.04,1780.6,63.67,,345.72,40.41,244.4,,,55.14,24.9333,205.34,73.79,,105.63,,,97.94,38.05,,33.16,176.02,90.08,,66.84,1215,1219.45,,225.93,315.02,55.92,262.63,190.093,30.25,,32.69,123.99,,191.03,171.37,132.2,45.635,49.65,501.48,52.87,,,119.36,,42.89,367.88,53.952,47.065,,,,398.08,,80.4,69.02,,121.47,104.46,57.86,406.53,97.48,74.35,,5.96,115.26,,85.51,,69.9205,53.556,113.24,135.71,186.13,184.15,54.15,185.47,55.28,,,225.93,,139.67,,,,93.7,,,27.16,,,,,,,,,,49.22,,,,,94.37,86.03,61.36,104.28,27.42,23.04,33.93,178.51,84.64,,71.49,51.4,92.38,100.01,122.55,26.66,350.14,139.93,56.93,,57.05,124.22,36.76,36.03,83.22,44.43,,127.82
5/4/2019,7578.84,49.25,,267.45,111.46,160.34,166.33,,295.88,43.04,28.98,195.41,1837.28,,201.39,47.29,304.28,,181.55,241.72,1769.45,64.2,,351.44,40.42,245.87,,,55.21,24.8067,206.37,74.2,,105.99,,,99.43,37.84,,33.335,175.72,89.86,,67.54,1207.15,1211.45,,227.77,323.5,55.6,261.7,191.907,31.24,,33.17,124.34,,195.15,169.37,134.06,46.46,49.68,502.85,52.88,,,119.89,,43.32,365.49,55.936,47.7375,,,,401.13,,80.74,69.02,,121.62,105.73,57.99,408.94,98.41,75.03,,5.94,116.59,,86.8,,70.2199,54.992,113.63,135.52,189.24,188.89,54.69,186.29,55.71,,,227.77,,140.94,,,,94.53,,,27.61,,,,,,,,,,49.23,,,,,94.8,86.56,62.73,104.68,27.63,22.99,34.06,178.08,84.91,,72.15,52.04,93.9,100.98,122.5,27.82,353.63,141.2,57.32,,57.32,123.97,37.68,36.98,84.76,45.75,,129.08
8/4/2019,7599.74,50.025,,268.81,111.74,160.46,166.74,,292.71,42.92,28.53,194.88,1849.86,,203.56,47.57,304.48,,184.77,239.74,1788.72,63.98,,354.14,40.71,246.52,,,55.49,25.2067,206.31,74.41,,102.44,,,97.95,37.81,,33.295,174.93,88.33,,67.38,1203.84,1208.28,,227.75,323.61,55.68,260.76,192.78,30.79,,33.19,124.72,,193.58,169.77,134.91,47.03,49.61,506.5,53.07,,,119.93,,42.9,361.41,55.746,47.9475,,,,401.99,,80.82,68.94,,122,106.57,57.76,401.26,98.67,75.2,,5.98,116.43,,87.65,,71.0983,54.64,115.22,135.38,189.77,188.93,55.06,187.11,55.31,,,227.75,,144.85,,,,94.29,,,27.04,,,,,,,,,,49.37,,,,,95,86.53,61.63,104.01,27.77,24.24,33.88,178.45,84.58,,72.97,51.59,92.38,100.93,123.21,27.74,354.47,139.75,57.95,,57.09,124.56,37.47,36.85,84.43,46.01,,129.9
9/4/2019,7568.49,49.875,,268.99,110.49,159.68,167.06,,285.25,42.01,27.24,192.98,1835.84,,201.57,47.01,303.45,,181,237.58,1794.47,64.31,,354.56,41.04,244.91,,,55.18,24.8967,204.73,74.37,,102.6,,,98.25,37.75,,32.485,177.58,88.23,,66.09,1197.25,1202.69,,224.78,316.64,55.32,258.9,193.127,30.9,,32.95,122.13,,190.46,167.52,132.65,46.45,49.64,505.18,54.69,,,119.28,,41.72,364.71,55.344,47.315,,,,399.91,,80.75,68.4,,122.17,106.93,57.44,395.73,97.55,75.12,,5.97,116.69,,87.07,,71.2879,54.462,113.94,135.15,189.02,188.31,54.5,190.8,55.76,,,224.78,,139.26,,,,93.28,,,26.98,,,,,,,,,,48.91,,,,,94.09,85.15,61.99,103,27.12,23.88,33.31,178.03,84.25,,72.78,50.11,91.31,101.35,123.94,27.8,348.2,137.65,57.25,,62.97,124.36,37.31,36.89,82.73,45.36,,128.93
10/4/2019,7611.49,50.155,,271.58,112.07,160.42,170.46,,290.12,42.17,27.83,193.89,1847.33,,199.79,47.86,307.51,,177.04,240.28,1806,64.47,,354.35,41.08,245.61,,,55.82,25.0233,204.97,74.6,,103.43,,,99.63,37.72,,32.595,177.82,86.75,,67.4,1202.16,1206.45,,224.52,324.86,55.75,259.09,195.297,30.17,,32.98,123.34,,190.84,167.46,132.75,47.125,49.7,514.34,54.97,,,120.19,,42.17,363.92,54.594,48.025,,,,405.01,,81.14,68.78,,122.04,107.51,56.33,408.23,98.34,75.48,,5.99,117.28,,88.05,,72.0266,55.212,114.92,134.76,188.97,190.37,54.51,195.1,55.35,,,224.52,,141,,,,95.33,,,28.25,,,,,,,,,,49.71,,,,,94.33,85.6,61.84,102.38,27.22,23.74,34.02,179.04,84.52,,74.25,50.69,92.3,101.56,124.16,27.38,350.28,141.3,58.14,,63.71,125.55,36.48,35.93,83.41,44.97,,131.59
11/4/2019,7594.89,49.738,,271.9,111.82,161.67,171.88,,289.66,42.47,27.79,192.11,1844.07,,197.91,47.17,309.41,,171.2,233.83,1818.59,64.57,,355.25,41.04,241.24,,,55.6,25.1333,205.47,74.19,,104.65,,,100.58,36.32,,34.24,177.51,85.54,,66.31,1204.62,1209.59,,223.76,328.52,55.8,259.59,194.877,30.2,,32.99,122.91,,191.31,168,133.25,46.985,49.67,503.73,54.75,,,120.33,,42.28,367.65,54.722,47.885,,,,407.85,,81.35,69.71,,121.67,106.46,55.9,393.48,97.63,75.87,,6.05,117.76,,88.24,,72.865,53.684,114.88,135.79,189.53,185.12,53.44,195.87,55.67,,,223.76,,141.02,,,,95.27,,,27.83,,,,,,,,,,49.47,,,,,94.23,85.85,60.93,104.7,27.01,23.9,34.81,179.77,85.75,,75.49,50.83,88.83,101.91,124.59,27.24,350.22,137.42,57.97,,62.2,125.81,37.09,36.41,81.06,44.3,,132.07
12/4/2019,7628.15,49.718,,271.86,114.21,163.31,171.87,,293.08,42.99,27.85,191.42,1843.06,,202.82,47.28,317.03,,173.09,234.5,1833.07,64.98,,356.05,41.3,241.95,,,56.29,25.5533,207.4,74.29,,104.45,,,101.83,36.17,,34.855,179.1,86.3,,65.28,1217.87,1222.73,,225.32,338.37,56.42,260.06,194.283,30.57,,33.07,123.43,,194.08,169.88,134.65,47.68,49.79,504.52,53.02,,,120.95,,42.01,351.14,54.89,47.5025,,,,406.32,,82.16,70.5,,122.23,108.48,56.95,382.94,97.37,76.65,,6.1,118.19,,90.68,,73.5737,53.54,116.76,136.98,189.6,182.78,53.45,195.75,55.87,,,225.32,,143.78,,,,94.11,,,28,,,,,,,,,,49.67,,,,,94.14,87.57,61.78,106.68,26.97,23.96,34.69,180.72,85.49,,75.63,51.83,89.93,102.27,125.79,27.92,344.83,136.2,59.3,,62.8,130.4,37.53,36.95,79.4,44.98,,134.41
15/4/2019,7629.12,49.808,,272.22,112.94,163.68,172.77,,292.55,42.71,27.33,191.2,1844.87,,199.84,45.75,316.4,,168.67,232.37,1846.23,65.06,,357.34,41.78,246.33,,,56.56,25.29,208.23,74.32,,106.81,,,97.85,36.23,,34.385,179.65,86.55,,65.43,1221.1,1226.53,,225.22,335.12,56.28,260.88,192.27,29.66,,33.14,122.25,,192.81,172.01,134.37,47.8,50.28,513.68,54.07,,,121.05,,41.82,348.87,54.108,46.175,,,,408.67,,82.37,70.36,,123.66,108.14,57.18,375.5,98.01,76.16,,5.99,117.57,,90.28,,73.6536,53.276,115.09,137.85,189.05,182.49,54.24,192.91,55.78,,,225.22,,141.82,,,,92.65,,,27.96,,,,,,,,,,49.39,,,,,95.1,87.91,61.89,105.5,26.93,24.41,33.75,180.74,84.52,,76.16,51.86,91.85,102.25,125.45,28.29,353.94,137.49,59.02,,63.46,131.57,37.53,36.98,78.15,44.13,,134.06
16/4/2019,7654.73,49.813,,271.43,114.6,162.14,172.67,,288.38,43.72,27.93,188.05,1863.04,,203.62,45.06,318.5,,170.28,228.72,1841.7,64.7,,358.05,41.97,245.34,,,56.95,25.2967,209.33,71.9,,106.31,,,93.83,36.39,,34.76,178.87,85.01,,64.54,1227.13,1231.91,,222.17,329.5,56.71,257.99,187.143,29.91,,33.04,124.35,,194.62,169.33,135.8,48.885,50.12,501.96,54.2,,,120.77,,42.76,359.46,53.148,47.0525,,,,408.49,,81.59,71.43,,122.41,108.2,70.45,367.69,98.88,75.7,,5.96,116.73,,93.56,,73.963,54.672,116.37,136.54,188.8,179.74,54.84,195.79,54.86,,,222.17,,144.72,,,,90.94,,,28.07,,,,,,,,,,50.64,,,,,94.55,89.68,61.33,100.28,27.07,24.3,34.03,181.21,85.17,,77.43,54.29,88.51,101.77,125.99,27.72,355.08,136.94,59.89,,63.05,130.07,37.75,37.21,76.98,44.33,,134.98
17/4/2019,7680.72,50.783,,269.45,114.4,162.85,168.03,,273.68,43.89,27.49,182.47,1864.82,,203.36,44.98,320.53,,170.33,227.18,1839.79,63.97,,361.69,42.57,245.56,,,56.31,26.3133,209.94,72.15,,108,,,91.95,35.97,,35.065,178.78,85.29,,63.25,1236.34,1240.14,,215.53,318.69,58.56,256.27,175,29.85,,32.89,123.72,,196.29,171.23,135.93,49.635,50.23,498.38,54.89,,,121.77,,43.15,354.74,53.656,46.8225,,,,404.27,,81.56,71.12,,127.01,108.81,79.08,342.97,99.92,75.12,,6.01,116.04,,91.18,,72.326,54.246,115.6,136.94,186.3,166.97,55.14,191.02,54.77,,,215.53,,143.36,,,,89.74,,,28.23,,,,,,,,,,50.29,,,,,94.3,90.18,60.73,98.51,26.73,24.47,34.38,176.9,89.24,,77.67,54.45,82.35,100.2,124.82,27.56,354.33,125.91,59.57,,62.4,129.53,38.84,38.21,74.32,43.95,,135.82
18/4/2019,7689.72,50.965,,270.57,114.79,162.44,169.2,,281.49,43.95,27.68,177.47,1861.69,,205.91,45.31,318.62,,171.02,226.39,1844.31,63.37,,359.37,42.43,245.81,,,56.4,26.3233,213.68,71.34,,108.67,,,93.14,35.98,,35.54,178.28,85.06,,62.95,1236.37,1241.47,,218.49,319.03,58.49,257.77,176.02,30.01,,32.96,124.2,,194.77,173.31,134.41,49.355,50.09,492,55.2,,,123.37,,43.4,360.35,53.202,46.575,,,,399.46,,81.59,71.44,,127.09,107.36,79.89,333.34,100,76.06,,6.04,115.98,,90,,73.6136,54.652,115.51,137.99,186.65,168.16,54.63,187.83,54.68,,,218.49,,142.44,,,,90.74,,,28.03,,,,,,,,,,50.5,,,,,93.76,88.78,61.5,97.21,26.85,24.4,34.37,177.37,88.28,,77.69,55.39,83.16,100.11,124.51,27.58,350.88,126.01,59.77,,62.71,119.99,38.44,37.92,73.96,44.43,,134.95
22/4/2019,7713.5,51.133,,272.21,113.61,161.91,172.15,,290.63,43.79,28.18,176.36,1887.31,,205.51,45.34,315,,169.37,228.81,1844.17,64.21,,358.05,42,243.42,,,56.34,26.2733,210.77,71.48,,108.2,,,92.52,36.15,,35.05,181.44,85.73,,61.87,1248.84,1253.76,,221.59,319.09,58.82,261.59,163.687,29.65,,32.9,123.07,,195.22,173.02,135.86,48.8,50.18,490.77,54.97,,,123.76,,43.4,377.34,53.608,47.1175,,,,393.31,,81.61,71.13,,126.44,106.81,81.97,334.03,97.78,75.4,,6.12,116.99,,88.27,,73.5837,52.55,114.95,137.64,187.04,168.52,54.1,189.37,54.78,,,221.59,,140,,,,91.92,,,27.16,,,,,,,,,,48.94,,,,,93.42,88.11,61.4,98.62,26.72,24.26,33.48,177.26,87.56,,76.7,54.21,83.71,99.85,124.35,27.29,347.41,128.96,59.11,,62.67,118.35,37.7,37.24,73.66,43.53,,134.44
23/4/2019,7810.71,51.87,,278.49,114.11,165.04,175.28,,296.08,43.83,27.97,179.76,1923.77,,205.29,46.51,315.64,,173.29,230.21,1887.73,66.7,,358.63,41.99,245.58,,,56.69,26.34,213.4,72.85,,109.3,,,94.63,36.67,,35.55,183.78,87.08,,63.04,1264.55,1270.59,,224.45,322.06,58.78,265.68,166.807,29.78,,33.1,123.16,,194.78,176.78,136.28,49.08,50.36,500,56.23,,,125.44,,42.77,381.89,54.828,47.6675,,,,395.66,,83.58,71.18,,127.09,106.9,86.72,344.14,97.86,75.99,,6.15,119.89,,89.24,,73.6136,52.78,116.38,139.47,189.29,175.37,53.22,195.2,55.18,,,224.45,,142.9,,,,93.29,,,27.55,,,,,,,,,,48.22,,,,,93.67,100.65,63.26,97.99,26.6,24.29,33.97,180,87.97,,76.64,54.45,86,100.88,125.88,27.27,351.63,132.37,59.63,,63.83,118.52,38.08,37.6,75.41,43.84,,137.15
24/4/2019,7784.41,51.79,,275.45,117.29,163.5,176.31,,297.08,44.46,28.46,178.3,1901.75,,205.41,46.75,314.33,,169.3,224.4,1867.28,67.65,,360.5,41.85,247.96,,,56.88,26.44,215.8,72.67,,110.21,,,94.15,38.52,,35.675,182.58,86.53,,62.8,1256,1260.05,,224.58,314.52,58.72,264.04,169.38,29.66,,32.76,125.64,,195.44,178.27,135.48,49.42,50.38,486.01,56.82,,,125.01,,43.03,374.23,54.836,47.7925,,,,396.71,,83.48,71.48,,126.92,107.22,86.83,340.46,98.56,76.39,,5.71,119.87,,89.9,,73.1944,51.732,118.43,139.5,189.36,172.58,53.47,195.37,55.41,,,224.58,,144.4,,,,93.6,,,28.45,,,,,,,,,,46.99,,,,,93.1,103.18,64.18,98.5,26.44,24.25,33.99,179.56,88.03,,73.5,53.94,85.49,100.46,124.49,27.25,355.84,130.09,60.19,,64.15,118.19,37.96,37.45,73.52,42.94,,139.72
25/4/2019,7816.92,51.32,,277.66,115.02,163.86,175.32,,296.74,44.45,27.66,180.48,1902.25,,206.21,47.41,311.82,,167.93,229.89,1866.26,67.49,,366.76,42.93,245.6,,,56.33,26.18,214.8,72.93,,110.76,,,92.98,38.11,,35.48,193.26,86.3,,64.14,1263.45,1267.34,,227.67,319.2,57.61,263.84,172.593,29.23,,32.52,125.41,,205.08,177.29,135.68,48.74,50.01,487.57,57.9,,,129.15,,42.75,368.33,55.594,46.7275,,,,380,,83.23,70.16,,126.13,110.22,85.07,349.99,98.02,77.11,,5.73,119.7,,88.53,,72.5756,49.526,117.17,138.79,189.18,174.61,52.68,198.82,55.99,,,227.67,,147,,,,92.9,,,28.56,,,,,,,,,,46.07,,,,,93.92,101.48,63.82,96.85,26.68,24.13,33.41,180.17,86.86,,73.51,52.95,85.31,99.52,125.22,26.65,353.7,135.68,59.67,,64.6,119.15,38.15,37.64,73.94,42.5,,115.86
26/4/2019,7826.68,51.075,,281.96,114.44,163.7,176.99,,317.98,44.66,27.88,181.47,1950.63,,207.2,48.15,310.41,,166.12,230.53,1868,68.22,,370.15,43.08,243.82,,,55.88,26.39,216.78,73.37,,109.94,,,94.47,38.36,,35.64,191.49,85.37,,65.15,1272.18,1277.42,,232.47,314.04,52.43,253.58,173.037,29.13,,33.06,125.79,,206.39,177.09,136.45,49.205,50.29,489.52,59.65,,,129.89,,42.1,374.85,56.146,44.5225,,,,379.96,,83.79,70.96,,126.4,110.56,86.64,343.66,98.55,77.45,,5.78,120.12,,87.02,,72.7852,47.028,117.21,139.87,199.86,172.85,52.85,204.41,55.92,,,232.47,,149.3,,,,96.25,,,29.49,,,,,,,,,,44.99,,,,,94.22,102.59,64.47,98.32,27.04,24.24,33.06,181.55,87.94,,71.9,50.92,85.09,100.98,127.76,26.9,357.94,134.57,59.53,,65.08,119.65,38.48,37.91,75.03,43.28,,118.93
29/4/2019,7839.04,51.153,,286.14,113.88,162.99,176.68,,317.5,44.24,27.69,181.17,1938.43,,206.41,48.4,312.72,,165.85,229.38,1876.32,68.18,,370.97,43.45,244.28,,,56.13,26.4567,216.87,72.4,,110.98,,,94.73,38.25,,35.215,194.78,85.05,,64.92,1287.58,1296.2,,230.68,312.04,51.11,247.73,170.113,29.865,,33.27,126.05,,206.12,177.5,135.97,49.36,50.53,494.16,58.69,,,129.77,,42.11,371.83,56.73,44.8325,,,,375,,83.61,71.32,,126.69,112.44,87.25,344.15,98.27,76.91,,5.87,119.86,,86.8,,73.4639,48.294,116.7,140.37,197.47,172.52,53.56,204.51,55.45,,,230.68,,148.77,,,,97.15,,,29.33,,,,,,,,,,44.94,,,,,94.6,101.72,63.49,95.61,27.25,24.33,33.77,181.52,89.61,,72.89,50.47,85.73,100.82,129.98,27.03,350.9,135.29,59.44,,65.88,120.79,39.2,38.73,74.38,44.01,,117.08
30/4/2019,7781.46,50.168,,289.25,116.24,164.39,178.21,,324.68,44.07,27.63,179.32,1926.52,,208.82,48.21,318.4,,166.23,229.24,1854.99,69.38,,371.19,43.53,245.53,,,55.95,26.5433,217.14,72.96,,111.28,,,94.65,38.75,,35.275,193.4,87.24,,65.04,1188.48,1198.96,,232,312,51.04,251.06,170.21,30.27,,33.24,127.48,,207.43,176.35,136.42,49.945,50.85,484.14,59.6,,,130.6,,42.06,370.54,56.906,45.25,,,,378.57,,84.31,71.67,,128.05,112.77,86.13,343.14,97.66,77.68,,5.81,121.08,,88.18,,72.855,47.738,117.83,141.14,197.45,168.98,53.57,205.63,56.5,,,232,,144.45,,,,96.83,,,28.76,,,,,,,,,,48.32,,,,,94.66,101.86,64.06,94.48,26.99,24.21,34.18,184.34,88.86,,72.85,51.12,85.53,100.96,129.84,27.01,348.98,136.13,60,,66.45,120.76,38.99,38.5,76.8,44.05,,120.14
1/5/2019,7751.85,52.63,,283.35,114.7,157.48,173.97,,321.34,43.38,26.81,176.14,1911.52,,206.39,48.56,318.9,,165.42,229.5,1829.52,68.54,,371.04,43.42,241.59,,,55.58,26.3767,216.06,72.18,,109.65,,,94.86,37.8,,34.635,193.03,85.93,,64.87,1168.08,1173.32,,234.06,310.12,50.76,243.85,165.683,30.2,,32.99,125.96,,203.96,175.67,138.86,49.48,51.64,484.73,57.94,,,127.88,,41.9,378.81,57.074,45.1175,,,,373.55,,81.97,70.85,,127.24,110.94,86.37,340.79,95.88,77.52,,5.88,120.09,,88.48,,73.444,46.802,116.29,139.88,194.44,172.6,53.68,201.18,55.9,,,234.06,,146.14,,,,99.05,,,28.86,,,,,,,,,,48.31,,,,,95.02,102.09,62.44,91.81,27.07,23.85,33.91,175.37,87.94,,71.78,50.8,84.18,100.78,128.81,26.55,334.94,134.14,59.88,,66.7,118.65,39.4,38.74,78.91,43.54,,116.64
2/5/2019,7724.06,52.288,,279.64,116.96,158.42,173.36,,325.88,43.7,28.29,176.5,1900.82,,205.93,49.55,315.82,,166.24,230.52,1808,69.45,,370.41,42.65,242.69,,,54.94,26.3033,219.78,66.61,,109.45,,,94.4,37.59,,34.925,192.53,85.46,,65.3,1162.61,1166.51,,242.34,312.69,50.55,245.95,167.37,29.99,,32.18,128.17,,206.84,176.55,136.89,50.06,51.48,482.35,57.99,,,126.21,,42.56,379.06,56.08,45.7975,,,,381.03,,82.78,70.19,,126.83,109.7,87.14,335.41,96.36,77.47,,5.77,120.7,,90.79,,73.4739,48.82,117.46,140.35,194.98,169.54,53.79,198.65,55.92,,,242.34,,145.56,,,,99.68,,,27.65,,,,,,,,,,48.39,,,,,95.21,103.55,62.77,94.48,27.68,23.35,33.95,178.5,88.31,,71.68,49.76,83.35,99.25,128.23,26.21,343.68,133.13,60.39,,68.01,118.59,37.28,36.84,80.94,43.29,,118.9
